product_id,product_name,company_name,selling_price
5555,Instant Coffee,Bru,252.78
6685,Toothpaste Gel,Colgate,865.42
4294,Shampoo Anti-Dandruff,Head & Shoulders,697.77
9056,Potato Chips Salted,Lays,373.25
2578,Bath Soap Herbal,Pears,565.05
5676,Potato Chips Salted,Lays,135.55
9399,Bath Soap Herbal,Pears,717.09
2295,Basmati Rice Premium,India Gate,442.78
9857,Tea Powder Strong,Tata Tea,696.94
4862,Basmati Rice Premium,India Gate,309.67
1088,Instant Noodles Pack,Maggi,787.25
6880,Instant Noodles Pack,Maggi,602.79
4824,Milk Chocolate Bar,Cadbury,428.22
4189,Instant Coffee,Bru,408.85
1416,Iodized Cooking Salt,Tata Salt,55.63
7915,Sunflower Oil 1L,Fortune,464.84
3617,Laundry Detergent,Surf Excel,864.86
5531,Sunflower Oil 1L,Fortune,94.31
3247,Potato Chips Salted,Lays,895.94
2898,Potato Chips Salted,Lays,859.12
8817,Wheat Flour Select,Aashirvaad,873.73
6919,Laundry Detergent,Surf Excel,434.89
5911,Bath Soap Herbal,Pears,452.21
2242,Instant Coffee,Bru,670.44
7320,Milk Chocolate Bar,Cadbury,385.28
6585,Dishwash Liquid,Vim,84.56
1889,Refined Sugar,Madhur,469.52
8330,Bath Soap Herbal,Pears,596.95
7841,Digestive Biscuits,Britannia,484.28
8217,Refined Sugar,Madhur,356.99
7585,Iodized Cooking Salt,Tata Salt,872.62
9408,Toothpaste Gel,Colgate,215.44
9537,Laundry Detergent,Surf Excel,848.26
2428,Bath Soap Herbal,Pears,108.61
3655,Sunflower Oil 1L,Fortune,858.99
9040,Refined Sugar,Madhur,822.73
6182,Tea Powder Strong,Tata Tea,781.72
1321,Refined Sugar,Madhur,386.4
5258,Refined Sugar,Madhur,242.18
1335,Sunflower Oil 1L,Fortune,73.22
6362,Toothpaste Gel,Colgate,591.39
6271,Refined Sugar,Madhur,145.57
6214,Instant Noodles Pack,Maggi,790.46
9598,Sunflower Oil 1L,Fortune,612.07
1096,Refined Sugar,Madhur,606.9
3852,Toothpaste Gel,Colgate,724.78
4831,Instant Noodles Pack,Maggi,306.42
7462,Shampoo Anti-Dandruff,Head & Shoulders,799.87
1916,Potato Chips Salted,Lays,613.02
3130,Potato Chips Salted,Lays,867.8
6529,Refined Sugar,Madhur,786.59
9370,Sunflower Oil 1L,Fortune,249.53
5301,Dishwash Liquid,Vim,447.07
7353,Laundry Detergent,Surf Excel,532.25
6509,Iodized Cooking Salt,Tata Salt,280.6
2723,Sunflower Oil 1L,Fortune,687.85
6564,Dishwash Liquid,Vim,817.9
1142,Milk Chocolate Bar,Cadbury,360.73
8716,Refined Sugar,Madhur,116.77
4049,Refined Sugar,Madhur,681.68
3713,Laundry Detergent,Surf Excel,339.24
2639,Dishwash Liquid,Vim,545.21
5908,Instant Coffee,Bru,374.35
3693,Refined Sugar,Madhur,498.62
1098,Instant Noodles Pack,Maggi,709.39
1215,Laundry Detergent,Surf Excel,218.68
2778,Milk Chocolate Bar,Cadbury,64.57
7581,Bath Soap Herbal,Pears,556.51
7456,Basmati Rice Premium,India Gate,364.65
5330,Iodized Cooking Salt,Tata Salt,541.19
8250,Iodized Cooking Salt,Tata Salt,308.66
5338,Instant Noodles Pack,Maggi,874.75
2759,Milk Chocolate Bar,Cadbury,491.18
2247,Wheat Flour Select,Aashirvaad,672.31
2120,Laundry Detergent,Surf Excel,768.99
1320,Refined Sugar,Madhur,328.55
2840,Dishwash Liquid,Vim,62.81
5995,Basmati Rice Premium,India Gate,293.94
3587,Dishwash Liquid,Vim,398.6
4562,Iodized Cooking Salt,Tata Salt,739.18
2073,Instant Coffee,Bru,457.17
7411,Potato Chips Salted,Lays,414.28
7387,Dishwash Liquid,Vim,751.85
8905,Iodized Cooking Salt,Tata Salt,621.34
4037,Bath Soap Herbal,Pears,75.13
1155,Instant Coffee,Bru,300.77
4274,Iodized Cooking Salt,Tata Salt,408.56
7305,Digestive Biscuits,Britannia,530.03
8869,Basmati Rice Premium,India Gate,667.95
3792,Shampoo Anti-Dandruff,Head & Shoulders,508.13
5636,Bath Soap Herbal,Pears,344.93
7579,Milk Chocolate Bar,Cadbury,858.24
7497,Wheat Flour Select,Aashirvaad,238.11
4983,Wheat Flour Select,Aashirvaad,854.59
9861,Shampoo Anti-Dandruff,Head & Shoulders,61.48
9275,Refined Sugar,Madhur,523.99
5944,Sunflower Oil 1L,Fortune,844.67
3457,Instant Noodles Pack,Maggi,712.84
7072,Refined Sugar,Madhur,615.41
5078,Shampoo Anti-Dandruff,Head & Shoulders,687.9
5092,Dishwash Liquid,Vim,304.9
3080,Shampoo Anti-Dandruff,Head & Shoulders,657.1
2743,Bath Soap Herbal,Pears,161.58
5884,Instant Noodles Pack,Maggi,740.04
4249,Refined Sugar,Madhur,853.26
9146,Refined Sugar,Madhur,792.09
5953,Instant Coffee,Bru,270.61
9875,Tea Powder Strong,Tata Tea,462.9
1570,Sunflower Oil 1L,Fortune,748.1
9038,Laundry Detergent,Surf Excel,723.82
4307,Iodized Cooking Salt,Tata Salt,843.63
6712,Iodized Cooking Salt,Tata Salt,819.94
3476,Sunflower Oil 1L,Fortune,443.88
7070,Refined Sugar,Madhur,779.39
1551,Instant Coffee,Bru,330.13
8329,Instant Noodles Pack,Maggi,752.97
9304,Instant Noodles Pack,Maggi,843.13
3045,Instant Noodles Pack,Maggi,487.14
7615,Tea Powder Strong,Tata Tea,111.83
7035,Milk Chocolate Bar,Cadbury,275.5
6208,Digestive Biscuits,Britannia,523.78
6486,Shampoo Anti-Dandruff,Head & Shoulders,539.73
9461,Toothpaste Gel,Colgate,640.59
7901,Basmati Rice Premium,India Gate,463.83
9490,Milk Chocolate Bar,Cadbury,700.77
2237,Instant Coffee,Bru,150.9
8002,Toothpaste Gel,Colgate,700.73
7207,Iodized Cooking Salt,Tata Salt,536.28
7773,Sunflower Oil 1L,Fortune,260.82
7975,Sunflower Oil 1L,Fortune,188.36
7679,Instant Coffee,Bru,687.86
2409,Shampoo Anti-Dandruff,Head & Shoulders,335.64
4386,Digestive Biscuits,Britannia,809.49
5709,Refined Sugar,Madhur,722.23
7107,Toothpaste Gel,Colgate,113.32
1417,Instant Coffee,Bru,871.21
7455,Laundry Detergent,Surf Excel,846.15
1369,Instant Noodles Pack,Maggi,509.63
1108,Sunflower Oil 1L,Fortune,499.82
2915,Dishwash Liquid,Vim,416.87
1182,Instant Coffee,Bru,213.49
4363,Basmati Rice Premium,India Gate,680.23
9029,Toothpaste Gel,Colgate,655.23
6814,Instant Coffee,Bru,622.73
9755,Digestive Biscuits,Britannia,888.04
1643,Dishwash Liquid,Vim,564.52
5279,Basmati Rice Premium,India Gate,209.86
2290,Sunflower Oil 1L,Fortune,614.53
3517,Instant Noodles Pack,Maggi,488.09
4176,Instant Noodles Pack,Maggi,340.79
8868,Bath Soap Herbal,Pears,601.25
8549,Milk Chocolate Bar,Cadbury,533.23
4184,Shampoo Anti-Dandruff,Head & Shoulders,688.49
1122,Wheat Flour Select,Aashirvaad,762.11
9152,Instant Coffee,Bru,856.1
7140,Instant Noodles Pack,Maggi,190.2
1087,Potato Chips Salted,Lays,240.63
1541,Milk Chocolate Bar,Cadbury,480.53
9171,Instant Noodles Pack,Maggi,649.3
5047,Refined Sugar,Madhur,442.85
7026,Refined Sugar,Madhur,442.36
5515,Sunflower Oil 1L,Fortune,898.45
5612,Dishwash Liquid,Vim,748.56
9905,Shampoo Anti-Dandruff,Head & Shoulders,208.3
5195,Milk Chocolate Bar,Cadbury,494.71
2304,Potato Chips Salted,Lays,568.48
3817,Basmati Rice Premium,India Gate,130.5
1027,Digestive Biscuits,Britannia,236.8
7187,Tea Powder Strong,Tata Tea,614.45
7454,Instant Noodles Pack,Maggi,77.56
4975,,Lays,603.46
7011,Milk Chocolate Bar,Cadbury,269.49
2067,Instant Coffee,Bru,371.58
6588,Milk Chocolate Bar,Cadbury,439.35
9090,Refined Sugar,Madhur,344.24
7620,Laundry Detergent,Surf Excel,254.05
6527,Instant Coffee,Bru,254.98
7719,Potato Chips Salted,Lays,857.25
7807,Refined Sugar,Madhur,674.92
6877,Basmati Rice Premium,India Gate,123.76
2921,Refined Sugar,Madhur,544.43
5019,Tea Powder Strong,Tata Tea,497.34
9459,Milk Chocolate Bar,Cadbury,279.75
5052,Instant Coffee,Bru,584.65
6084,Toothpaste Gel,Colgate,576.26
9704,Bath Soap Herbal,Pears,432.83
8573,Iodized Cooking Salt,Tata Salt,497.93
5319,Iodized Cooking Salt,Tata Salt,804.89
7181,Instant Coffee,Bru,51.46
1819,Sunflower Oil 1L,Fortune,816.11
4564,Dishwash Liquid,Vim,149.97
4543,Tea Powder Strong,Tata Tea,112.27
7635,Shampoo Anti-Dandruff,Head & Shoulders,372.93
1666,Bath Soap Herbal,Pears,76.58
3145,Dishwash Liquid,Vim,733.87
6820,Shampoo Anti-Dandruff,Head & Shoulders,569.95
6116,Instant Coffee,Bru,103.84
4645,Basmati Rice Premium,India Gate,758.4
1258,Instant Noodles Pack,Maggi,559.63
4533,Bath Soap Herbal,Pears,544.3
7502,Digestive Biscuits,Britannia,441.71
7611,Digestive Biscuits,Britannia,453.71
6689,Toothpaste Gel,Colgate,810.75
3282,Tea Powder Strong,Tata Tea,558.63
2874,Sunflower Oil 1L,Fortune,820.69
1956,Toothpaste Gel,Colgate,721.11
6531,Tea Powder Strong,Tata Tea,708.38
5489,Tea Powder Strong,Tata Tea,738.06
6022,Digestive Biscuits,Britannia,134.5
3377,Instant Coffee,Bru,382.53
1529,Dishwash Liquid,Vim,425.84
1263,Instant Coffee,Bru,377.07
1477,Wheat Flour Select,Aashirvaad,506.4
9547,Dishwash Liquid,Vim,814.9
5172,Toothpaste Gel,Colgate,692.56
2943,Instant Noodles Pack,Maggi,806.47
8622,Shampoo Anti-Dandruff,Head & Shoulders,291.9
3060,Instant Coffee,Bru,505.01
4914,Basmati Rice Premium,India Gate,519.15
9860,Instant Coffee,Bru,282.95
4599,Dishwash Liquid,Vim,431.1
9659,Shampoo Anti-Dandruff,Head & Shoulders,62.73
5436,Toothpaste Gel,Colgate,809.08
4126,Laundry Detergent,Surf Excel,466.67
8501,Laundry Detergent,Surf Excel,505.06
7757,Potato Chips Salted,Lays,207.38
6532,Wheat Flour Select,Aashirvaad,548.89
1279,Sunflower Oil 1L,Fortune,692.88
7194,Bath Soap Herbal,Pears,440.12
4030,Tea Powder Strong,Tata Tea,726.61
9538,Milk Chocolate Bar,Cadbury,59.18
3773,Refined Sugar,Madhur,127.89
7008,Refined Sugar,Madhur,595.64
7023,Refined Sugar,Madhur,698.0
4734,Laundry Detergent,Surf Excel,315.25
1807,Milk Chocolate Bar,Cadbury,343.19
2800,Sunflower Oil 1L,Fortune,118.98
9267,Dishwash Liquid,Vim,93.08
1735,Toothpaste Gel,Colgate,538.2
3689,Refined Sugar,Madhur,253.87
6370,Digestive Biscuits,Britannia,93.33
3307,Laundry Detergent,Surf Excel,301.45
7460,Refined Sugar,Madhur,879.4
2149,Toothpaste Gel,Colgate,64.49
5799,Basmati Rice Premium,India Gate,780.72
1547,Potato Chips Salted,Lays,809.24
7481,Sunflower Oil 1L,Fortune,530.03
1413,Wheat Flour Select,Aashirvaad,595.32
4811,Iodized Cooking Salt,Tata Salt,863.9
1702,Bath Soap Herbal,Pears,342.34
6144,Basmati Rice Premium,India Gate,498.33
9963,Refined Sugar,Madhur,309.62
2525,Milk Chocolate Bar,Cadbury,434.54
4424,Laundry Detergent,Surf Excel,422.4
9640,Potato Chips Salted,Lays,661.75
3624,Toothpaste Gel,Colgate,733.98
2562,Iodized Cooking Salt,Tata Salt,779.81
8886,Shampoo Anti-Dandruff,Head & Shoulders,247.62
6207,Iodized Cooking Salt,Tata Salt,260.53
4003,Instant Noodles Pack,Maggi,889.06
5145,Digestive Biscuits,Britannia,472.25
1393,Milk Chocolate Bar,Cadbury,170.64
2768,Instant Noodles Pack,Maggi,265.48
5281,Digestive Biscuits,Britannia,840.85
9280,Laundry Detergent,Surf Excel,445.17
4687,Refined Sugar,Madhur,144.81
9279,Potato Chips Salted,Lays,770.2
4365,Toothpaste Gel,Colgate,284.27
9116,Instant Coffee,Bru,539.38
3582,Sunflower Oil 1L,Fortune,534.86
2742,Instant Coffee,Bru,180.22
1734,Tea Powder Strong,Tata Tea,81.09
8114,Bath Soap Herbal,Pears,310.97
2737,Refined Sugar,Madhur,736.32
8683,Digestive Biscuits,Britannia,586.1
2964,Sunflower Oil 1L,Fortune,768.61
5968,Dishwash Liquid,Vim,443.68
5733,Bath Soap Herbal,Pears,422.17
6842,Dishwash Liquid,Vim,368.33
9810,Instant Noodles Pack,Maggi,837.4
8280,Shampoo Anti-Dandruff,Head & Shoulders,96.04
9858,Digestive Biscuits,Britannia,563.51
5269,Milk Chocolate Bar,Cadbury,560.99
7328,Potato Chips Salted,Lays,698.44
5491,Dishwash Liquid,Vim,575.31
2221,Basmati Rice Premium,India Gate,282.35
9100,Tea Powder Strong,Tata Tea,424.32
3612,Milk Chocolate Bar,Cadbury,738.39
8693,Dishwash Liquid,Vim,358.97
4801,Bath Soap Herbal,Pears,496.02
7526,Shampoo Anti-Dandruff,Head & Shoulders,169.49
2230,Refined Sugar,Madhur,346.73
2885,Refined Sugar,Madhur,794.1
4503,Dishwash Liquid,Vim,748.2
8672,Basmati Rice Premium,India Gate,840.75
6559,Tea Powder Strong,Tata Tea,331.89
7756,Toothpaste Gel,Colgate,833.65
6787,Laundry Detergent,Surf Excel,391.99
1700,Wheat Flour Select,Aashirvaad,168.85
5432,Basmati Rice Premium,India Gate,827.93
4888,Dishwash Liquid,Vim,376.29
2978,Basmati Rice Premium,India Gate,887.4
8398,Toothpaste Gel,Colgate,355.85
5204,Wheat Flour Select,Aashirvaad,676.58
2896,Laundry Detergent,Surf Excel,821.89
8655,Potato Chips Salted,Lays,396.46
7791,Dishwash Liquid,Vim,780.92
4347,Potato Chips Salted,Lays,125.66
9362,Milk Chocolate Bar,Cadbury,715.8
4146,Instant Coffee,Bru,397.02
5216,Sunflower Oil 1L,Fortune,613.28
9190,Bath Soap Herbal,Pears,852.47
9454,Iodized Cooking Salt,Tata Salt,114.49
7281,Tea Powder Strong,Tata Tea,727.05
6287,Toothpaste Gel,Colgate,593.14
7659,Potato Chips Salted,Lays,524.87
3248,Toothpaste Gel,Colgate,400.67
3149,Potato Chips Salted,Lays,566.68
4056,Iodized Cooking Salt,Tata Salt,449.37
3196,Refined Sugar,Madhur,732.99
9688,Basmati Rice Premium,India Gate,638.14
1749,Wheat Flour Select,Aashirvaad,761.18
5102,Wheat Flour Select,Aashirvaad,231.81
7101,Toothpaste Gel,Colgate,645.12
7233,Digestive Biscuits,Britannia,304.0
4601,Potato Chips Salted,Lays,190.02
7004,Wheat Flour Select,Aashirvaad,841.53
2048,Sunflower Oil 1L,Fortune,866.93
3735,Iodized Cooking Salt,Tata Salt,871.78
4622,Sunflower Oil 1L,Fortune,446.33
2401,Basmati Rice Premium,India Gate,825.58
8792,Toothpaste Gel,Colgate,130.67
4148,Iodized Cooking Salt,Tata Salt,246.78
5621,Dishwash Liquid,Vim,195.03
4006,Digestive Biscuits,Britannia,419.34
9757,Sunflower Oil 1L,Fortune,407.32
7828,Toothpaste Gel,Colgate,685.99
8665,Sunflower Oil 1L,Fortune,620.73
1945,Potato Chips Salted,Lays,541.47
8848,Shampoo Anti-Dandruff,Head & Shoulders,227.12
9699,Sunflower Oil 1L,Fortune,313.96
5225,Iodized Cooking Salt,Tata Salt,218.4
6191,Potato Chips Salted,Lays,769.2
5748,Tea Powder Strong,Tata Tea,159.52
8678,Dishwash Liquid,Vim,210.4
6245,Tea Powder Strong,Tata Tea,462.39
6882,Bath Soap Herbal,Pears,740.76
7622,Milk Chocolate Bar,Cadbury,525.47
2033,Milk Chocolate Bar,Cadbury,283.41
5566,Sunflower Oil 1L,Fortune,868.51
9927,Toothpaste Gel,Colgate,164.06
8232,Milk Chocolate Bar,Cadbury,630.15
3156,Digestive Biscuits,Britannia,250.5
8426,Dishwash Liquid,Vim,392.89
7766,Digestive Biscuits,Britannia,226.77
7557,Iodized Cooking Salt,Tata Salt,71.72
5123,Instant Coffee,Bru,764.5
3610,Potato Chips Salted,Lays,64.26
3919,Laundry Detergent,Surf Excel,245.15
1157,Dishwash Liquid,Vim,498.87
4437,Digestive Biscuits,Britannia,814.69
7596,Instant Coffee,Bru,739.21
5717,Milk Chocolate Bar,Cadbury,182.45
1638,Sunflower Oil 1L,Fortune,653.06
3639,Instant Noodles Pack,Maggi,554.16
1051,Refined Sugar,Madhur,121.36
2471,Shampoo Anti-Dandruff,Head & Shoulders,297.56
8983,Dishwash Liquid,Vim,159.02
1329,Basmati Rice Premium,India Gate,812.65
9976,Milk Chocolate Bar,Cadbury,712.95
9487,Wheat Flour Select,Aashirvaad,250.62
3201,Potato Chips Salted,Lays,368.74
2505,Instant Noodles Pack,Maggi,691.72
4874,Digestive Biscuits,Britannia,110.33
4447,Instant Coffee,Bru,324.08
9759,Basmati Rice Premium,India Gate,707.2
4956,Iodized Cooking Salt,Tata Salt,563.81
9221,Sunflower Oil 1L,Fortune,297.91
4658,Laundry Detergent,Surf Excel,804.97
3541,Potato Chips Salted,Lays,822.18
4209,Toothpaste Gel,Colgate,125.53
1693,Laundry Detergent,Surf Excel,703.74
4873,Potato Chips Salted,Lays,643.74
6310,Sunflower Oil 1L,Fortune,662.73
5766,Refined Sugar,Madhur,456.51
2503,Digestive Biscuits,Britannia,198.61
1993,Shampoo Anti-Dandruff,Head & Shoulders,215.17
5898,Laundry Detergent,Surf Excel,739.43
4046,Bath Soap Herbal,Pears,94.3
6857,Dishwash Liquid,Vim,293.56
6345,Digestive Biscuits,Britannia,591.6
7050,Tea Powder Strong,Tata Tea,84.72
9726,Digestive Biscuits,Britannia,889.71
9188,Instant Coffee,Bru,616.81
6468,Refined Sugar,Madhur,822.63
1311,Wheat Flour Select,Aashirvaad,877.16
6951,Refined Sugar,Madhur,58.56
3274,Laundry Detergent,Surf Excel,621.58
2082,Digestive Biscuits,Britannia,494.11
6216,Iodized Cooking Salt,Tata Salt,597.56
1720,Bath Soap Herbal,Pears,762.0
5344,Instant Coffee,Bru,212.89
9012,Sunflower Oil 1L,Fortune,512.74
3308,Refined Sugar,Madhur,894.44
2426,Refined Sugar,Madhur,855.03
5153,Wheat Flour Select,Aashirvaad,95.96
5080,Bath Soap Herbal,Pears,796.7
7677,Instant Coffee,Bru,621.09
5198,Iodized Cooking Salt,Tata Salt,169.31
1818,Bath Soap Herbal,Pears,271.46
1917,Digestive Biscuits,Britannia,204.87
2530,Wheat Flour Select,Aashirvaad,493.1
5465,Milk Chocolate Bar,Cadbury,325.48
8352,Milk Chocolate Bar,Cadbury,481.41
9216,Laundry Detergent,Surf Excel,297.16
1927,Laundry Detergent,Surf Excel,207.39
2845,Wheat Flour Select,Aashirvaad,300.53
9156,Basmati Rice Premium,India Gate,383.02
5778,Iodized Cooking Salt,Tata Salt,192.31
7433,Dishwash Liquid,Vim,276.24
7723,Sunflower Oil 1L,Fortune,263.81
9078,Toothpaste Gel,Colgate,451.49
1138,Basmati Rice Premium,India Gate,401.36
6338,Wheat Flour Select,Aashirvaad,172.66
9689,Shampoo Anti-Dandruff,Head & Shoulders,823.36
9597,Iodized Cooking Salt,Tata Salt,577.96
6371,Sunflower Oil 1L,Fortune,202.74
8049,Shampoo Anti-Dandruff,Head & Shoulders,197.15
2616,Potato Chips Salted,Lays,771.56
1479,Refined Sugar,Madhur,547.03
2709,Laundry Detergent,Surf Excel,152.53
8316,Laundry Detergent,Surf Excel,155.99
6262,Milk Chocolate Bar,Cadbury,693.89
6456,Iodized Cooking Salt,Tata Salt,429.17
1452,Instant Coffee,Bru,278.17
5488,Shampoo Anti-Dandruff,Head & Shoulders,86.94
8563,Iodized Cooking Salt,Tata Salt,254.83
1530,Refined Sugar,Madhur,346.12
7938,Refined Sugar,Madhur,168.15
2551,Toothpaste Gel,Colgate,61.57
7657,Wheat Flour Select,Aashirvaad,422.67
1617,Basmati Rice Premium,India Gate,761.03
3064,Laundry Detergent,Surf Excel,827.57
4761,Shampoo Anti-Dandruff,Head & Shoulders,77.32
5879,Instant Coffee,Bru,74.24
2792,Refined Sugar,Madhur,161.62
7156,Digestive Biscuits,Britannia,527.85
3236,Digestive Biscuits,Britannia,60.53
8599,Laundry Detergent,Surf Excel,111.0
7287,Toothpaste Gel,Colgate,400.51
2740,Potato Chips Salted,Lays,172.16
3928,Instant Noodles Pack,Maggi,268.49
6086,Dishwash Liquid,Vim,477.8
9522,Bath Soap Herbal,Pears,107.93
8093,Instant Noodles Pack,Maggi,340.02
2055,Milk Chocolate Bar,Cadbury,838.66
4025,Sunflower Oil 1L,Fortune,698.92
5284,Wheat Flour Select,Aashirvaad,366.15
6197,Instant Coffee,Bru,192.61
1117,Shampoo Anti-Dandruff,Head & Shoulders,761.2
8717,Sunflower Oil 1L,Fortune,411.03
9403,Digestive Biscuits,Britannia,317.91
2600,Bath Soap Herbal,Pears,605.55
9223,Laundry Detergent,Surf Excel,846.53
6941,Sunflower Oil 1L,Fortune,209.62
6949,Basmati Rice Premium,India Gate,338.76
5716,Dishwash Liquid,Vim,94.72
5340,Instant Coffee,Bru,728.77
7005,Sunflower Oil 1L,Fortune,314.73
5839,Iodized Cooking Salt,Tata Salt,160.04
8318,Milk Chocolate Bar,Cadbury,602.42
4344,Shampoo Anti-Dandruff,Head & Shoulders,451.57
5122,Iodized Cooking Salt,Tata Salt,494.41
9842,Iodized Cooking Salt,Tata Salt,355.43
6343,Toothpaste Gel,Colgate,853.09
5810,Instant Coffee,Bru,416.67
3153,Basmati Rice Premium,India Gate,468.59
9668,Potato Chips Salted,Lays,246.42
8844,Toothpaste Gel,Colgate,793.0
8369,Instant Noodles Pack,Maggi,117.99
8424,Shampoo Anti-Dandruff,Head & Shoulders,452.53
7289,Toothpaste Gel,Colgate,183.98
4429,Sunflower Oil 1L,Fortune,644.28
5830,Tea Powder Strong,Tata Tea,708.97
8270,Tea Powder Strong,Tata Tea,644.16
5819,Toothpaste Gel,Colgate,615.13
5143,Milk Chocolate Bar,Cadbury,411.4
2400,Milk Chocolate Bar,Cadbury,67.97
9513,Tea Powder Strong,Tata Tea,840.25
5858,Tea Powder Strong,Tata Tea,161.52
8153,Iodized Cooking Salt,Tata Salt,297.45
8875,Dishwash Liquid,Vim,249.23
4224,Bath Soap Herbal,Pears,504.81
7120,Iodized Cooking Salt,Tata Salt,172.35
8080,Toothpaste Gel,Colgate,733.47
9534,Bath Soap Herbal,Pears,158.96
5727,Dishwash Liquid,Vim,822.02
7427,,Tata Tea,604.73
9928,Potato Chips Salted,Lays,402.5
1879,Potato Chips Salted,Lays,199.68
8530,Digestive Biscuits,Britannia,625.8
9634,Sunflower Oil 1L,Fortune,388.9
4506,Iodized Cooking Salt,Tata Salt,828.88
8799,Shampoo Anti-Dandruff,Head & Shoulders,367.43
8508,Refined Sugar,Madhur,419.6
9439,Wheat Flour Select,Aashirvaad,350.42
3978,Bath Soap Herbal,Pears,808.72
2497,Bath Soap Herbal,Pears,212.39
5187,Sunflower Oil 1L,Fortune,310.66
5943,Iodized Cooking Salt,Tata Salt,716.02
2547,Instant Noodles Pack,Maggi,381.07
2990,Laundry Detergent,Surf Excel,390.93
2746,Milk Chocolate Bar,Cadbury,374.32
3760,Laundry Detergent,Surf Excel,705.76
7961,,Britannia,676.93
1022,Instant Coffee,Bru,833.93
6648,Milk Chocolate Bar,Cadbury,838.83
9250,Iodized Cooking Salt,Tata Salt,402.37
2679,Refined Sugar,Madhur,453.75
8782,Bath Soap Herbal,Pears,699.9
4157,Instant Noodles Pack,Maggi,307.15
6817,Milk Chocolate Bar,Cadbury,506.13
4585,Potato Chips Salted,Lays,529.66
5651,Dishwash Liquid,Vim,758.43
1715,Instant Noodles Pack,Maggi,862.26
